category,ranking,name,brand,price,sale_price,date,rate,id,skin_type,select_1_title,select_1_content,select_2_title,select_2_content,select_3_title,select_3_content,txt
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.09,5점만점에 5점,올영퀸,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,토너를 한 2년 정도 안쓰다가 다시 사봤는데 역시 하는게 맞는거였어요..ㅎ 진정 확실히 되고 성분도 순해서 잘 쓰고 있습니다. 설명에 흡토 하라고 되어있던데 모르고 샀었어서 흠칫했지만 저도 흡토파여서 아무 문제없이 잘 사용하고 있습니다.
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.03,5점만점에 5점,토마토37,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,"구입해서 몇달째 사용하고있는 제품인데요~ 에스트라는 피부과 및 종합병원에서 무려 10년이상 활동한 더마 코메스틱 브랜드라 더 신뢰가 가는거 같습니다.

진정은 강력하게 해주면서 꾸준하게 사용하다보면 잡티흔적까지 개선시켜주는 기능도 있어 아주 맘에드는 제품인것 같아요~

매일매일 사용해주면 피부장벽이 건강해져서 1주일만에 손상된 피부장벽을 개선시켜줘서 그런지 아주 맘에드는 제품인것 같습니다. 구매추천드려요~"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.02,5점만점에 5점,설령,지성에 좋아요,피부타입,지성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,"제 리뷰 보시면 알겠지만 저는 초초초민감성이라 뭘 쉽게 못 쓰는 사람입니다.

이거 두통째 쓰고있고 곧 공병 보고 세통 쓸 예정입니다.

딱 수분만 충전해주고 유분 ㄴㄴ 무조건 크림 발라야함.

저는 지금까지 토너 얘낭 숨 에센스, 디오디너리 나이아신 제외하고 나머지 다 트러블 난 사람으로, 정말 정말 추천드려요."
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.05.31,5점만점에 5점,01KJY,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,"여름엔 지성, 가을/겨울/봄엔 수부지가 되는 민감성, 여드름성, 홍조 피부입니다!
작년 가을겨울부터 올봄 초까지 사용했는데 정말 너무너무너무 만족했어요. 겨울에 샤워하고 나와서 얼굴에 흡토하는데 탄성 지르면서 했어요 ㅋㅋ 여태 유명한 토너란 토너는 절반 넘게 써본 것 같은데 최고입니다. .
속건조는 토너가 잡아주는 거 아시죠? 겨울에 찬바람 맞으면 두 번 세 번 레이어링 했어요! 오히려 겨울에 이거 쓸 때 속건조 없고 지금 다른 토너로 바꾸니 여름인데도 속선조가 생겼어요ㅜ
다시 사고 싶은데 여름이라 걱정이네요.. 올가을 겨울에도 꼭!! 이 토너 재구매 할 거예요!"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.07.15,5점만점에 5점,cjdgkr****,건성에 좋아요,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,"에스트라 애용중
저는 아토피도 있고 그래수 악건성이라 되도록 자극없고 성분좋은 제품을 사용하는디
에스트라도 정착제품입니다 강추"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.01,5점만점에 1점,연쇄살림마,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극이 느껴져요,"<한달사용후기>
결론부터 말씀드리자면 당근행입니다..ㅠ
한달사용리뷰를 쓰기 위해 꾸역꾸역 한달 채워서 사용했는데 민감한 제 피부에는 간지럽고 피부 전체적으로 울긋불긋한게 딱 자극받았을때 나오는 컨디션이었어요
적응기간 때문이 아닌 한달 내내 그랬던걸 보면 바하라는 성분이 제게 맞지 않았든, 해당 토너 자체가 제 피부에 맞지 않았든 둘 중 하난데 어쨌든 중요한건 제겐 굉장히 자극적이었단 것입니다ㅜㅜ
저는 민감피부라 피부에 자극을 최소화 하기 위해 늘 노력하는데요 그래서 지성피부임에도 각질제거를 할때 스크럽, 닦토 등등을 하지 않고 발라놓으면 각질을 순하게 녹여줄 수 있는 제품을 찾다가 구매하게 된거에요 하지만 각질제거 효능은 크게 느끼지 못했던것 같아요 아쉽지만 재구매는 안할것 같습니다🥲"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.05.30,5점만점에 5점,0zure,건성에 좋아요,피부타입,건성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,우선 같은 라인 앰플인 흔적진정세럼 먼저 썼을 때 효과도 많이 보았으며 화장솜 이용해서 사용하는 토너 제품들이 너무너무너무 번거로웠기 때문에 여러모로 저에게 매력적인 토너라 구매해 봤어요!! 일단 민감성 피부용으로 나와서 제품 자체에서 손으로 흡수시켜 쓰는 토너 제품이에요 진정 기능도 뛰어나지만 수분이 많이 들어서 화장 전에 두세 번씩 챱챱 하고 나면 화장 정말정말 잘 먹습니다... 제품력 정말 만족스러워서 토너는 요걸로 정착할 것 같습니다 !!
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.07.15,5점만점에 5점,참치김밥2,지성에 좋아요,피부타입,지성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,"제 주변에 이거 쓰는 사람 완전 많음
진정 효과가 진자 좋은 거 같아요"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.07.15,5점만점에 5점,능이버섯이다,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,"인생템입니다… 만족스럽습니다
안 맞는 분들도 있다고 하시던데 저는 바하가 잘 맞나봐요"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.07.10,5점만점에 5점,bjoo****,지성에 좋아요,피부타입,지성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,순하고 좋다고 추천 받아 구매했습니다 촉촉하고 괜찮은거 같네요
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.25,5점만점에 5점,nasub****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,두통째 쓰고있어요 바르면 살짝 미끌거리기눈 한데 불편까지눈 아니고 싹 보습해주는 막이 형성되는 느낌? 촉촉하고 좋아요
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.23,5점만점에 5점,binn****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,제가 피부가 예민한 편이라 피부 상태가 너무 안좋을 때는 따가워요 그래도 한 통 다 비우고 샘플만 남았네요 엄마랑 같이 썼는데 괜찮다고 하시네요 너무 민감피부는 비츄에요 무난하게 쓸수 있습니다 굳굳
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.15,5점만점에 5점,8787,건성에 좋아요,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,"이거 진짜 좋아요 ㅎㅎ
이 브랜드는 늘 믿고 구매하게 되는 것 같네요~
저같은 수부지 에게 추천드립니다!!"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.05,5점만점에 4점,hoohoo****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,토너로 고민하고 있을때 시카성분이 들어간 에스트라토너를 구매해봤어요 구성도 좋구 자극은 없어서 무난무난하니 괜찮은거같아요
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.02,5점만점에 5점,로또1등나야나,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,평소에 잘쓰고있어서 세일해서 추가로샀습니다 잘쓰겠습니다
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.05.23,5점만점에 1점,헥토르,건성에 좋아요,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,면도후 진정과 보습을 동시에 하려고 구매했습니다. 빠끄.
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.29,5점만점에 5점,닝닝낭낭,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,"토너 다 쓰고 알아보다가 에스트라가 순하다 해서 쓰기 시작했는데 벌써 2통째입니다. 저는 피부가 민감한 편은 아닌데 순한 제품 골라 쓰는 편이고, 남편은 피부가 진짜 민감한 편이라 새로운 스킨케어 자체를 쓰기를 두려워 하는데 이거는 몇 번 써보더니 알아서 잘 씁니다. 아침저녁으로 세안 끝나고 이걸 무조건 첫 단계로 써주면 마음 편합니다."
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.05.27,5점만점에 5점,euunnnn,건성에 좋아요,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,"3월에 구매해서 2달 넘게 사용했는데 2/3정도 쓴 것 같아요!
에스트라가 저렴한 브랜드는 아니지만 항상 가격만큼의 기능은 해서 실패는 없더라고요!!
일단 굉장히 순해서 거의 모든 피부타입이 다 무난하게 쓸 수 있어요

저는 아무 토너나 쓰다가 처음으로 기능성 토너를 사본건데 대만족입니다
확실히 토너가 보습감이 충분하고 진정도 충분히 되니 전체적인 스킨케어가 탄탄해져요!

앞으로 이 토너로 정착할 것 같습니다 저는!"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.05.31,5점만점에 4점,왕자쉐이,지성에 좋아요,피부타입,지성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,"순한것 같아요~~~
물토너 제형을 좋아하는데...브랜드라 믿고 사용해 봅니다."
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.07.09,5점만점에 5점,Jilive,건성에 좋아요,피부타입,건성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,복합성에 정말 좋은 것 같고 보습도 ㄱㅊ은 것 같습니다 사계절에 사용 굿
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.07.08,5점만점에 5점,사야마야,건성에 좋아요,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,"자극 없이 피부결이 정돈 되고, 가벼운 사용감이 좋아요. 진정과 보습에 다 좋은 제품인 듯해요."
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.07.05,5점만점에 5점,망구네,건성에 좋아요,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,샘플로 사용해보고 너므 좋아서 구매햇어요 여름철 에스크라 수분 스킨은 무거웟는데 에이시카는 여름철 사용하기 딱 좋아요 기본케어는 전부 에스트라 🩵
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.07.03,5점만점에 5점,함생이,건성에 좋아요,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,늘 사용하는 제품입니다. 없으면 안되용 항상 구비해놔용 ㅎ
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.07.12,5점만점에 5점,효랑이,건성에 좋아요,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,"늘 이 토너만 사용합니다. 닦토보다 그냥 흡수시키며 사용할 때 더 좋고, 피부가 달아올랐을 때도 부담없이 사용할 수 있습니다"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.05.20,5점만점에 4점,qhrudd****,건성에 좋아요,피부타입,건성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,유튜버들이 좋다고 하길래 구매 해봤어요. 닦토를 안해도 이걸로 흡토 하면 닦토 한 것 처럼 느껴진다고 하고 수분진정이 아주 잘된다길래 믿고 구매해봤는데 진짜 순하고 좋네요 ㅎㅎ 두번 레이어링 해서 흡토하고 뒤에 스킨케어 하면 건조하지 않고 촉촉해요 ㅎㅎ
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.30,5점만점에 5점,dlwjdg****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,"지성에 가까운 복합성이여서 끈적이지 않고 순한 토너를 찾고있었는데, 남자친구의 추천으로 알게되었어요! 에스트라 에센스와 함께 사용하니 찰떡으로 맞아서 여드름이 진짜 많이 개선 되었어요! 재구매 하고있습니다!"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.30,5점만점에 5점,ycjjan****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,요즘같이 햇빛이 강할때 외출이후 피부 진정에 효과적입니다. 특별한 피부 트러블도 없어서 좋아요.
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.27,5점만점에 5점,tud****,건성에 좋아요,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,예전부터 유튜브에서 너무 잘 보고 있어서 궁금했었는데 기회되서 사봤어요. 순하고 보습 잘된다 그래서 기대돼요!
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.07.16,5점만점에 5점,nnaammee,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,소량으로도 촉촉함이 오래 유지돼서 가격은 좀 부담스럽지만 믿고 구매하게 되네요
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.07.16,5점만점에 5점,jjywjdw****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,끈적이지 않고 산뜻해서 좋았습니다 진정에 좋고 자극도 없었습니다
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.07.08,5점만점에 5점,공주니,건성에 좋아요,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,"이건 저의 찐 재구매템입니다 돌고돌아 다시 아 제품으로
돌돌에(스트라)ㅎㅎㅎ"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.07.06,5점만점에 5점,수연곤듀,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,"완전 이거 바르면 화잘먹피부 됩니다!!
아침에 무조건 이거 발라용"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.07.01,5점만점에 2점,lizyy,건성에 좋아요,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극이 느껴져요,민감할땐 따가움이 느껴집니다. 약간 미끌거리는 제형이에요. 진정효과는 잘 모르겠습니다.
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.07.01,5점만점에 4점,루챙,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,에스트라는 믿고 사는 브랜드라 신뢰할 수 있어서 구매했고 만족했습니다 :)
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.29,5점만점에 5점,물개앵,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,"여러번 찹찹해주먄 좁쌀에 어느
장도 효과 있어요.
수분감도 있어서 속건조에도 좋아요."
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.25,5점만점에 5점,사랑방고양이,건성에 좋아요,피부타입,건성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,"약간 유분기 있는 토너여서 일반 물토너보다 보습력이 살짝 있는 편이고, 시카 성분이 들어가서 피부 진정에도 도움이 됐어요!"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.19,5점만점에 5점,훔냐냔,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,기분탓인지 몰라도 뾰루지가 잘 안 올라오는 것 같ㅇ아요 ㅎㅎ 좋아요~~
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.19,5점만점에 4점,엔빌,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,수분이 필요해서 물제형으로 하나 구매했는데 생각했던것 보다 촉촉해서 늘 잘 쓰고 있습니다
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.04,5점만점에 5점,cas****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,사용하던 제품인데 재구매하였습니다. 물토너고 가볍게 사용하기 좋아요
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.18,5점만점에 5점,혜정20,건성에 좋아요,피부타입,건성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,자극이 없는데 피부진정에 도움이 되는 토너를 찾고 있었는데 이거만큼 좋은 토너 없으니 꼭 구매해보세요~~ 촉촉하면서도 진정이 잘 되는 토너에요
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.03,5점만점에 5점,kmh****,건성에 좋아요,피부타입,건성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,저는 순한 화장품에 미쳐있는 사람이라 ㅎㅎ 이런 초록패키지를 보면 자동으로 눈이가고 손이가지요👋 에스트라는 언제나 믿고쓰는 브랜드이기때문에! 재구매입니다 한달째 사용후기는 그저 팍팍 줄고있는 스킨을 보며 눈물이 난다.. 정도? 단점없어요! 무향에 줄줄흐르는 제형인데 솜으로 닦아내도 좋은것 같아여 ㅎㅎ저는 손으로 챱챱 사용중입니다
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.07.08,5점만점에 5점,dlguswn,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,확실히 결정리가 되는 것 같고..? 좋네요 굳굳!! ㅎㅎ!
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.07.08,5점만점에 5점,songye****,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,이거 쓰면 피부가 보드러워지고 보습력도 있어서 짱좋아요 생각보다 양도 먾아서 좋앙ㅅ
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.07.08,5점만점에 4점,tnd****,건성에 좋아요,피부타입,건성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,기대했는데 효과가 좋았던건 없었습니다 아직 더 써봐야알거같아요
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.07.16,5점만점에 5점,tndus****,지성에 좋아요,피부타입,지성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,"에스트라 홍보대사 시켜주세요
에스트라 징짜 ㄱ좋아요
순하고 자극없고 촉촉 그자체
앰플이랑 같이 쓰세여 환장"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.07.02,5점만점에 5점,왕왕왕,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,유명해서 사봤어요 너무 만족하면서 쓰고있어요 촉촉해요 다쓰면 재구매하려구요
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.30,5점만점에 5점,깅가을,건성에 좋아요,피부타입,건성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,"에스트라 제품은 너무 순해서 좋은 것 같아요
발림성도 조ㅗ아요"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.25,5점만점에 5점,엘레나빈,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,자극없이 순해요,항상 쓰는 제품이에요. 5통은 비운거 같아요. 피부에 자극 없이 트러블 케어 하기 좋아해요
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.06.18,5점만점에 5점,포요용,건성에 좋아요,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,바하도 자극적인 사람이라서 파하 도전해봤는데 진짜 개조음 에스트라짱..
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.04.27,5점만점에 5점,waterbomb,건성에 좋아요,피부타입,건성에 좋아요,피부고민,보습에 좋아요,자극도,자극없이 순해요,"피부가 너무 건조하고 예민해져서 기초부터 바꾸자는 생각으로 에스트라 토너로 바꿔보았습니다.

에스트라가 세럼을 사용했을때 어느정도 보습감이 있으면서 잘 맞았던 기억이 있어서 같은 라인으로 구매했어요.

처음엔 토너 치고 무거운가 싶었는데 첫단계로 사용하기에 전혀 무리 없고 물토너는 2-3번씩 흡토해도 아쉬운 느낌이 들었는데 이건 한번만 사용해도 속보습을 채워주는 느낌이라서 만족스러워요!!

물토너만 쓰던 사람이라 안맞을까 약간 걱정했는데 다른 토너 두고 매일 아침 저녁으로 사용할 정도로 손이 잘가요 ㅎㅎ
건성 복합성 추천드리고 저는 사계절 내내 사용할듯 싶습니다 :)"
스킨/토너,0,에스트라 에이시카365 수분진정결토너 250ml,에스트라,"30,000","25,500",2024.03.29,5점만점에 5점,봄나리,복합성에 좋아요,피부타입,복합성에 좋아요,피부고민,진정에 좋아요,자극도,보통이에요,"#민감성, 지복합성 피부

저는 스킨은 기초의 첫단계로 가장 중요하면서도 딱 적당한 유수분 밸런스를 맞춰주는게 중요하다고 생각해요!

에스트라 에이시카 제품은 피부진정 + 보습까지 챙겨주는 제품인 것 같아 구매해봤어요!

- 물타입 토너지만 수분감이 잘 느껴지는 타입이에요! 그렇다고 유분감이 많은 편도 아니라 3번 정도 레이어링해주기 좋더라구요ㅎㅎ
- 사실 토너 제품만으로 피부의 진정을 바라는거는 무리가 있다고 생각해요! 저는 이 제품이 적당히 유수분 밸런스를 잘 맞춰줘서 그 용도로 적합한 것 같아요:)"
